Latitude (decimal degrees):	41.893
Longitude (decimal degrees):	12.483
Elevation (m):	42
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230602:1410,200.53,261.81,47.26,22.89,3.93,0.0
20230602:1510,164.1,217.78,36.2,22.66,3.24,0.0
20230602:1610,147.2,198.08,25.06,22.39,2.48,0.0
20230602:1710,100.41,143.15,14.18,21.93,2.48,0.0
20230602:1810,5.62,17.2,3.83,21.19,2.14,0.0
20230602:1910,0.0,0.0,0.0,20.76,1.1,0.0
20230602:2010,0.0,0.0,0.0,19.54,1.17,0.0
20230602:2110,0.0,0.0,0.0,19.03,0.97,0.0
20230602:2210,0.0,0.0,0.0,19.06,0.83,0.0
20230602:2310,0.0,0.0,0.0,18.4,1.03,0.0
20230603:0010,0.0,0.0,0.0,18.61,0.9,0.0
20230603:0110,0.0,0.0,0.0,17.69,0.97,0.0
20230603:0210,0.0,0.0,0.0,16.23,1.45,0.0
20230603:0310,0.0,0.0,0.0,15.61,1.52,0.0
20230603:0410,44.98,74.78,4.69,15.37,1.31,0.0
20230603:0510,189.43,251.63,15.08,16.43,0.9,0.0
20230603:0610,305.18,395.36,25.99,18.73,0.62,0.0
20230603:0710,389.13,502.34,37.13,20.28,0.69,0.0
20230603:0810,452.01,584.98,48.17,21.7,0.97,0.0
20230603:0910,498.55,642.3,58.56,22.81,1.93,0.0
20230603:1010,468.3,603.53,66.98,23.44,2.55,0.0
20230603:1110,538.87,691.89,70.41,23.73,2.9,0.0
20230603:1210,528.29,677.77,66.48,23.54,2.83,0.0
20230603:1310,486.95,623.33,57.84,23.78,3.17,0.0
20230603:1410,384.29,491.8,47.37,23.14,3.03,0.0
20230603:1510,315.46,406.82,36.3,23.02,2.55,0.0
20230603:1610,247.87,325.41,25.17,22.42,2.14,0.0
20230603:1710,167.11,230.75,14.29,22.1,1.93,0.0
20230603:1810,6.68,19.01,3.95,21.46,1.1,0.0
20230603:1910,0.0,0.0,0.0,20.71,0.76,0.0
20230603:2010,0.0,0.0,0.0,19.6,0.97,0.0
20230603:2110,0.0,0.0,0.0,19.8,0.55,0.0
20230603:2210,0.0,0.0,0.0,19.48,0.34,0.0
20230603:2310,0.0,0.0,0.0,19.0,0.28,0.0
20230604:0010,0.0,0.0,0.0,18.54,0.21,0.0
20230604:0110,0.0,0.0,0.0,18.05,0.62,0.0
20230604:0210,0.0,0.0,0.0,16.71,0.97,0.0
20230604:0310,0.0,0.0,0.0,16.25,0.97,0.0
20230604:0410,53.35,86.49,4.74,16.28,0.83,0.0
20230604:0510,111.27,152.85,15.13,16.64,0.83,0.0
20230604:0610,247.0,319.06,26.03,18.86,1.03,0.0
20230604:0710,314.14,404.14,37.17,20.49,0.9,0.0
20230604:0810,352.61,455.26,48.22,21.53,0.9,0.0
20230604:0910,407.75,527.01,58.62,22.45,1.45,0.0
20230604:1010,420.84,544.67,67.07,22.93,1.72,0.0
20230604:1110,411.82,532.13,70.53,23.31,2.14,0.0
20230604:1210,393.83,506.39,66.6,23.5,2.83,0.0
20230604:1310,191.48,251.39,57.95,23.21,3.66,0.0
20230604:1410,242.59,311.69,47.47,22.34,4.55,0.0
20230604:1510,190.19,247.2,36.4,21.34,4.55,0.0
20230604:1610,83.04,118.35,25.27,20.54,2.97,0.0
20230604:1710,38.41,63.04,14.39,19.84,0.97,0.0
20230604:1810,3.6,13.58,4.06,19.71,1.79,0.0
20230604:1910,0.0,0.0,0.0,19.7,1.79,0.0
20230604:2010,0.0,0.0,0.0,19.37,1.72,0.0
20230604:2110,0.0,0.0,0.0,19.09,1.24,0.0
20230604:2210,0.0,0.0,0.0,18.76,0.83,0.0
20230604:2310,0.0,0.0,0.0,18.56,0.76,0.0
20230605:0010,0.0,0.0,0.0,18.67,1.31,0.0
20230605:0110,0.0,0.0,0.0,18.46,2.41,0.0
20230605:0210,0.0,0.0,0.0,18.1,3.17,0.0
20230605:0310,0.0,0.0,0.0,17.55,2.69,0.0
20230605:0410,50.1,82.21,4.79,17.4,2.28,0.0
20230605:0510,5.64,17.03,15.17,17.64,2.28,0.0
20230605:0610,83.07,117.3,26.07,18.27,2.62,0.0
20230605:0710,348.39,439.35,37.21,18.9,2.41,0.0
20230605:0810,382.48,481.2,48.26,19.58,2.9,0.0
20230605:0910,358.35,452.56,58.67,20.35,3.24,0.0
20230605:1010,495.25,621.96,67.15,20.43,3.93,0.0
20230605:1110,411.56,517.37,70.65,20.19,3.93,0.0
20230605:1210,413.34,521.54,66.72,20.98,3.86,0.0
20230605:1310,375.84,473.09,58.05,20.95,4.34,0.0
20230605:1410,457.95,574.38,47.57,20.48,3.86,0.0
20230605:1510,350.58,444.55,36.5,20.59,3.24,0.0
20230605:1610,148.24,197.08,25.37,20.14,2.9,0.0
20230605:1710,129.66,178.13,14.5,19.15,2.83,0.0
20230605:1810,8.51,21.72,4.16,18.54,2.21,0.0
20230605:1910,0.0,0.0,0.0,18.18,0.41,0.0
20230605:2010,0.0,0.0,0.0,17.58,0.21,0.0
20230605:2110,0.0,0.0,0.0,17.59,0.62,0.0
20230605:2210,0.0,0.0,0.0,17.23,0.76,0.0
20230605:2310,0.0,0.0,0.0,16.81,0.97,0.0
20230606:0010,0.0,0.0,0.0,17.3,0.69,0.0
20230606:0110,0.0,0.0,0.0,16.24,1.24,0.0
20230606:0210,0.0,0.0,0.0,16.22,1.59,0.0
20230606:0310,0.0,0.0,0.0,16.05,1.72,0.0
20230606:0410,50.3,81.97,4.84,15.97,1.66,0.0
20230606:0510,209.47,276.34,15.21,16.47,1.31,0.0
20230606:0610,319.36,410.18,26.1,17.89,1.03,0.0
20230606:0710,0.0,0.0,0.0,19.72,1.1,0.0
20230606:0810,456.69,587.82,48.29,20.64,0.97,0.0
20230606:0910,497.97,638.5,58.72,21.54,1.79,0.0
20230606:1010,506.89,648.67,67.23,22.03,2.48,0.0
20230606:1110,528.56,673.16,70.75,22.08,3.03,0.0
20230606:1210,535.64,681.34,66.83,22.44,3.17,0.0
20230606:1310,505.55,640.65,58.16,22.18,3.38,0.0
20230606:1410,428.74,543.87,47.67,22.17,3.45,0.0
20230606:1510,381.49,488.33,36.6,22.21,2.97,0.0
20230606:1610,300.16,391.41,25.47,21.85,2.55,0.0
20230606:1710,183.23,250.61,14.6,21.59,2.14,0.0
20230606:1810,7.82,20.82,4.26,21.04,1.72,0.0
20230606:1910,0.0,0.0,0.0,20.31,0.62,0.0
20230606:2010,0.0,0.0,0.0,20.35,0.34,0.0
20230606:2110,0.0,0.0,0.0,19.84,0.48,0.0
20230606:2210,0.0,0.0,0.0,18.54,1.03,0.0
20230606:2310,0.0,0.0,0.0,17.65,1.1,0.0
20230607:0010,0.0,0.0,0.0,17.4,0.9,0.0
20230607:0110,0.0,0.0,0.0,16.68,0.97,0.0
20230607:0210,0.0,0.0,0.0,15.86,1.1,0.0
20230607:0310,0.0,0.0,0.0,15.24,1.17,0.0
20230607:0410,24.17,45.22,4.88,14.75,1.31,0.0
20230607:0510,202.79,267.04,15.24,15.95,1.24,0.0
20230607:0610,317.47,408.64,26.13,18.54,1.1,0.0
20230607:0710,397.66,510.44,37.26,20.31,1.17,0.0
20230607:0810,457.91,593.33,48.32,21.56,0.83,0.0
20230607:0910,499.48,653.43,58.76,22.53,0.69,0.0
20230607:1010,518.42,674.59,67.29,23.33,1.52,0.0
20230607:1110,522.88,674.94,70.85,23.69,2.48,0.0
20230607:1210,531.67,681.01,66.94,23.43,2.97,0.0
20230607:1310,509.05,650.53,58.26,23.37,3.1,0.0
20230607:1410,452.79,578.09,47.76,23.3,3.24,0.0
20230607:1510,387.32,497.44,36.69,23.09,3.1,0.0
20230607:1610,296.42,387.35,25.56,22.67,2.76,0.0
20230607:1710,185.09,253.33,14.69,22.25,2.41,0.0
20230607:1810,8.35,21.72,4.36,21.71,2.0,0.0
20230607:1910,0.0,0.0,0.0,21.08,1.72,0.0
20230607:2010,0.0,0.0,0.0,20.09,1.52,0.0
20230607:2110,0.0,0.0,0.0,19.35,1.17,0.0
20230607:2210,0.0,0.0,0.0,19.11,1.1,0.0
20230607:2310,0.0,0.0,0.0,18.84,1.03,0.0
20230608:0010,0.0,0.0,0.0,18.84,0.9,0.0
20230608:0110,0.0,0.0,0.0,18.72,0.76,0.0
20230608:0210,0.0,0.0,0.0,18.37,0.55,0.0
20230608:0310,0.0,0.0,0.0,18.12,0.48,0.0
20230608:0410,0.0,5.68,4.91,17.29,0.97,0.0
20230608:0510,127.89,173.86,15.27,17.33,0.83,0.0
20230608:0610,290.36,376.86,26.15,19.52,0.55,0.0
20230608:0710,386.7,501.98,37.28,20.93,0.41,0.0
20230608:0810,453.27,591.64,48.35,22.08,0.48,0.0
20230608:0910,484.34,629.81,58.8,23.12,1.31,0.0
20230608:1010,501.12,648.82,67.35,23.78,2.21,0.0
20230608:1110,542.88,699.78,70.95,24.08,2.69,0.0
20230608:1210,540.09,693.8,67.04,24.12,3.03,0.0
20230608:1310,511.19,654.02,58.35,23.95,3.31,0.0
20230608:1410,455.45,581.87,47.85,23.65,3.38,0.0
20230608:1510,387.53,498.71,36.78,23.47,3.03,0.0
20230608:1610,291.84,382.21,25.65,23.09,2.62,0.0
20230608:1710,179.51,246.23,14.78,22.58,2.14,0.0
20230608:1810,8.92,22.63,4.46,21.92,1.72,0.0
20230608:1910,0.0,0.0,0.0,21.29,1.1,0.0
20230608:2010,0.0,0.0,0.0,20.3,0.83,0.0
20230608:2110,0.0,0.0,0.0,20.51,0.62,0.0
20230608:2210,0.0,0.0,0.0,20.2,0.48,0.0
20230608:2310,0.0,0.0,0.0,19.89,0.34,0.0
20230609:0010,0.0,0.0,0.0,19.57,0.14,0.0
20230609:0110,0.0,0.0,0.0,19.17,0.62,0.0
20230609:0210,0.0,0.0,0.0,18.35,0.97,0.0
20230609:0310,0.0,0.0,0.0,17.3,1.17,0.0
20230609:0410,10.96,25.62,4.94,16.37,1.52,0.0
20230609:0510,200.66,266.02,15.29,17.28,1.03,0.0
20230609:0610,281.23,364.78,26.17,19.95,0.83,0.0
20230609:0710,331.9,425.89,37.3,20.63,1.17,0.0
20230609:0810,435.94,562.69,48.37,21.72,1.1,0.0
20230609:0910,472.42,609.42,58.83,22.7,1.79,0.0
20230609:1010,490.6,634.45,67.41,23.3,2.07,0.0
20230609:1110,509.96,658.8,71.04,23.82,2.48,0.0
20230609:1210,465.86,599.1,67.14,24.08,3.17,0.0
20230609:1310,496.75,635.89,58.44,23.95,3.17,0.0
20230609:1410,272.8,353.06,47.94,23.95,3.03,0.0
20230609:1510,237.54,308.54,36.86,23.7,3.52,0.0
20230609:1610,172.45,229.16,25.73,23.1,3.45,0.0
20230609:1710,181.28,247.84,14.87,22.47,2.69,0.0
20230609:1810,8.34,21.72,4.55,21.9,1.72,0.0
20230609:1910,0.0,0.0,0.0,21.35,0.9,0.0
20230609:2010,0.0,0.0,0.0,20.55,0.76,0.0
20230609:2110,0.0,0.0,0.0,20.2,0.9,0.0
20230609:2210,0.0,0.0,0.0,20.03,0.83,0.0
20230609:2310,0.0,0.0,0.0,19.73,1.45,0.0
20230610:0010,0.0,0.0,0.0,19.62,1.86,0.0
20230610:0110,0.0,0.0,0.0,19.41,2.28,0.0
20230610:0210,0.0,0.0,0.0,19.17,2.55,0.0
20230610:0310,0.0,0.0,0.0,18.92,2.34,0.0
20230610:0410,0.69,7.57,4.96,18.74,1.79,0.0
20230610:0510,196.04,262.24,15.3,19.06,0.97,0.0
20230610:0610,304.58,397.3,26.18,20.35,0.48,0.0
20230610:0710,390.56,503.39,37.31,22.02,1.52,0.0
20230610:0810,452.62,581.6,48.38,22.8,2.0,0.0
20230610:0910,496.91,641.38,58.85,23.6,2.07,0.0
20230610:1010,509.03,659.07,67.46,24.28,2.34,0.0
20230610:1110,529.65,684.47,71.12,24.62,2.69,0.0
20230610:1210,532.53,687.9,67.23,24.99,2.83,0.0
20230610:1310,505.18,648.43,58.53,24.96,3.45,0.0
20230610:1410,458.69,584.56,48.02,24.32,4.21,0.0
20230610:1510,381.51,487.76,36.94,23.61,4.21,0.0
20230610:1610,292.28,380.3,25.82,23.07,3.86,0.0
20230610:1710,184.88,252.53,14.96,22.69,2.83,0.0
20230610:1810,8.9,22.63,4.64,22.31,2.28,0.0
20230610:1910,0.0,0.0,0.0,21.8,1.52,0.0
20230610:2010,0.0,0.0,0.0,21.05,1.31,0.0
20230610:2110,0.0,0.0,0.0,20.31,1.17,0.0
20230610:2210,0.0,0.0,0.0,20.02,1.1,0.0
20230610:2310,0.0,0.0,0.0,19.77,0.9,0.0
20230611:0010,0.0,0.0,0.0,19.89,0.83,0.0
20230611:0110,0.0,0.0,0.0,19.18,1.03,0.0
20230611:0210,0.0,0.0,0.0,18.39,1.17,0.0
20230611:0310,0.0,0.0,0.0,17.64,1.45,0.0
20230611:0410,24.56,46.11,4.98,17.42,1.52,0.0
20230611:0510,201.6,268.22,15.32,18.55,1.31,0.0
20230611:0610,310.36,401.19,26.19,20.1,1.38,0.0
20230611:0710,395.81,505.57,37.32,20.45,1.66,0.0
20230611:0810,459.23,588.02,48.39,21.8,1.86,0.0
20230611:0910,482.78,621.5,58.87,22.98,2.07,0.0
20230611:1010,452.45,584.77,67.5,24.11,2.55,0.0
20230611:1110,531.78,686.26,71.19,24.77,2.9,0.0
20230611:1210,521.05,670.06,67.32,25.16,3.45,0.0
20230611:1310,505.23,646.22,58.61,25.09,4.0,0.0
20230611:1410,411.22,526.14,48.1,24.99,4.34,0.0
20230611:1510,369.28,472.96,37.02,24.32,4.55,0.0
20230611:1610,287.62,375.0,25.9,23.67,4.0,0.0
20230611:1710,4.9,16.08,15.04,23.41,3.52,0.0
20230611:1810,0.0,3.62,4.72,22.77,3.03,0.0
20230611:1910,0.0,0.0,0.0,22.32,2.69,0.0
20230611:2010,0.0,0.0,0.0,21.76,2.34,0.0
20230611:2110,0.0,0.0,0.0,21.31,1.79,0.0
20230611:2210,0.0,0.0,0.0,20.92,0.9,0.0
20230611:2310,0.0,0.0,0.0,20.69,0.62,0.0
20230612:0010,0.0,0.0,0.0,19.82,0.83,0.0
20230612:0110,0.0,0.0,0.0,19.11,1.03,0.0
20230612:0210,0.0,0.0,0.0,18.56,1.24,0.0
20230612:0310,0.0,0.0,0.0,18.88,1.24,0.0
20230612:0410,23.6,45.1,4.99,19.15,1.38,0.0
20230612:0510,202.25,270.15,15.32,19.64,1.45,0.0
20230612:0610,313.78,406.02,26.19,20.35,1.38,0.0
20230612:0710,393.48,507.89,37.32,21.33,1.03,0.0
20230612:0810,457.89,592.72,48.39,22.4,1.17,0.0
20230612:0910,0.0,0.0,0.0,23.62,1.03,0.0
20230612:1010,530.16,693.08,67.53,24.56,1.59,0.0
20230612:1110,532.44,693.91,71.26,25.38,2.21,0.0
20230612:1210,474.96,617.86,67.4,25.93,2.83,0.0
20230612:1310,488.98,630.83,58.69,26.06,3.52,0.0
20230612:1410,447.29,575.38,48.18,25.93,3.93,0.0
20230612:1510,370.93,479.89,37.1,25.83,3.93,0.0
20230612:1610,15.08,32.16,25.97,24.33,3.52,0.0
20230612:1710,4.88,16.08,15.11,23.86,2.34,0.0
20230612:1810,9.99,24.44,4.8,23.44,1.31,0.0
20230612:1910,0.0,0.0,0.0,22.96,0.76,0.0
20230612:2010,0.0,0.0,0.0,22.32,0.48,0.0
20230612:2110,0.0,0.0,0.0,21.66,0.14,0.0
20230612:2210,0.0,0.0,0.0,20.83,0.55,0.0
20230612:2310,0.0,0.0,0.0,19.94,0.9,0.0
20230613:0010,0.0,0.0,0.0,19.09,1.17,0.0
20230613:0110,0.0,0.0,0.0,18.7,1.17,0.0
20230613:0210,0.0,0.0,0.0,18.16,1.24,0.0
20230613:0310,0.0,0.0,0.0,17.84,1.38,0.0
20230613:0410,1.99,10.41,5.0,18.1,2.55,0.0
20230613:0510,175.12,233.52,15.33,18.55,1.93,0.0
20230613:0610,281.31,362.1,26.19,19.97,1.86,0.0
20230613:0710,204.61,266.43,37.32,21.11,1.79,0.0
20230613:0810,357.81,460.1,48.39,22.21,1.66,0.0
20230613:0910,247.76,322.21,58.89,22.9,1.86,0.0
20230613:1010,64.12,96.49,67.56,23.46,2.07,0.0
20230613:1110,261.54,339.61,71.32,23.54,2.41,0.0
20230613:1210,427.26,551.01,67.47,23.6,2.48,0.0
20230613:1310,394.24,508.16,58.77,23.78,2.48,0.0
20230613:1410,269.14,349.03,48.25,23.53,2.28,0.0
20230613:1510,275.94,357.42,37.17,22.47,1.59,0.0
20230613:1610,181.43,240.77,26.05,21.5,0.76,0.0
20230613:1710,150.2,206.53,15.19,21.43,1.1,0.0
20230613:1810,10.12,24.44,4.87,21.26,1.86,0.0
20230613:1910,0.0,0.0,0.0,19.01,1.52,0.0
20230613:2010,0.0,0.0,0.0,19.0,2.21,0.0
20230613:2110,0.0,0.0,0.0,18.98,1.66,0.0
20230613:2210,0.0,0.0,0.0,18.8,1.66,0.0
20230613:2310,0.0,0.0,0.0,18.53,1.72,0.0
20230614:0010,0.0,0.0,0.0,18.24,1.79,0.0
20230614:0110,0.0,0.0,0.0,17.97,1.93,0.0
20230614:0210,0.0,0.0,0.0,17.87,1.86,0.0
20230614:0310,0.0,0.0,0.0,17.69,2.0,0.0
20230614:0410,5.08,16.08,5.01,17.58,2.14,0.0
20230614:0510,105.38,146.01,15.32,18.02,1.24,0.0
20230614:0610,288.63,371.8,26.18,19.12,1.1,0.0
20230614:0710,352.14,450.27,37.31,20.74,1.59,0.0
20230614:0810,352.31,451.28,48.39,21.95,2.0,0.0
20230614:0910,381.17,490.39,58.9,23.08,2.28,0.0
20230614:1010,379.07,487.02,67.58,23.72,3.1,0.0
20230614:1110,359.46,458.14,71.37,22.45,3.59,0.0
20230614:1210,335.07,425.73,67.54,22.19,4.21,0.0
20230614:1310,196.3,256.13,58.84,22.39,3.93,0.0
20230614:1410,308.63,395.49,48.32,22.58,2.9,0.0
20230614:1510,195.49,255.64,37.24,21.87,2.41,0.0
20230614:1610,307.26,398.0,26.12,20.81,2.21,0.0
20230614:1710,196.88,265.59,15.26,20.0,1.52,0.0
20230614:1810,4.11,14.48,4.94,19.5,1.38,0.0
20230614:1910,0.0,0.0,0.0,19.81,1.72,0.0
20230614:2010,0.0,0.0,0.0,19.49,1.52,0.0
20230614:2110,0.0,0.0,0.0,18.91,0.97,0.0
20230614:2210,0.0,0.0,0.0,18.74,0.76,0.0
20230614:2310,0.0,0.0,0.0,18.16,1.03,0.0
20230615:0010,0.0,0.0,0.0,17.96,1.17,0.0
20230615:0110,0.0,0.0,0.0,17.77,1.1,0.0
20230615:0210,0.0,0.0,0.0,17.66,1.03,0.0
20230615:0310,0.0,0.0,0.0,17.54,1.24,0.0
20230615:0410,1.54,9.46,5.0,17.37,1.79,0.0
20230615:0510,18.32,35.95,15.32,17.87,1.79,0.0
20230615:0610,267.74,342.58,26.17,18.95,2.14,0.0
20230615:0710,350.09,442.56,37.3,19.97,2.69,0.0
20230615:0810,460.35,583.45,48.38,21.18,2.62,0.0
20230615:0910,488.81,624.02,58.9,22.47,2.69,0.0
20230615:1010,536.45,688.78,67.6,23.5,2.69,0.0
20230615:1110,530.19,691.02,71.41,24.04,1.66,0.0
20230615:1210,61.54,93.65,67.6,24.29,1.52,0.0
20230615:1310,448.53,582.21,58.9,24.92,2.28,0.0
20230615:1410,67.74,101.22,48.39,24.16,2.69,0.0
20230615:1510,198.08,260.3,37.31,23.54,2.97,0.0
20230615:1610,31.57,54.87,26.18,23.64,1.79,0.0
20230615:1710,182.18,250.17,15.32,23.76,1.93,0.0
20230615:1810,11.18,26.25,5.01,23.32,2.41,0.0
20230615:1910,0.0,0.0,0.0,22.37,2.83,0.0
20230615:2010,0.0,0.0,0.0,21.22,2.97,0.0
20230615:2110,0.0,0.0,0.0,20.23,3.31,0.0
20230615:2210,0.0,0.0,0.0,19.41,3.45,0.0
20230615:2310,0.0,0.0,0.0,18.68,3.52,0.0
20230616:0010,0.0,0.0,0.0,18.08,3.52,0.0
20230616:0110,0.0,0.0,0.0,17.55,3.52,0.0
20230616:0210,0.0,0.0,0.0,17.11,3.52,0.0
20230616:0310,0.0,0.0,0.0,16.73,3.52,0.0
20230616:0410,4.57,15.14,5.0,16.36,3.45,0.0
20230616:0510,129.05,173.58,15.3,16.86,3.17,0.0
20230616:0610,329.42,417.65,26.16,18.65,3.24,0.0
20230616:0710,413.94,522.7,37.28,20.61,3.31,0.0
20230616:0810,478.18,605.65,48.37,22.56,3.72,0.0
20230616:0910,526.92,671.8,58.89,24.18,3.93,0.0
20230616:1010,553.8,710.37,67.61,25.32,4.0,0.0
20230616:1110,568.14,732.3,71.45,26.07,3.93,0.0
20230616:1210,549.47,708.71,67.66,26.65,4.14,0.0
20230616:1310,519.58,668.66,58.96,26.54,4.28,0.0
20230616:1410,458.73,590.06,48.45,26.77,4.69,0.0
20230616:1510,396.56,512.5,37.37,26.6,4.83,0.0
20230616:1610,302.17,396.6,26.24,26.08,4.69,0.0
20230616:1710,209.45,285.27,15.39,25.12,4.83,0.0
20230616:1810,11.16,26.25,5.07,23.79,4.48,0.0
20230616:1910,0.0,0.0,0.0,22.39,4.0,0.0
20230616:2010,0.0,0.0,0.0,21.35,3.59,0.0
20230616:2110,0.0,0.0,0.0,20.53,3.45,0.0
20230616:2210,0.0,0.0,0.0,19.76,3.24,0.0
20230616:2310,0.0,0.0,0.0,19.03,3.1,0.0
20230617:0010,0.0,0.0,0.0,18.3,3.03,0.0
20230617:0110,0.0,0.0,0.0,17.69,3.03,0.0
20230617:0210,0.0,0.0,0.0,17.2,2.97,0.0
20230617:0310,0.0,0.0,0.0,16.8,2.9,0.0
20230617:0410,1.12,8.51,4.98,16.42,2.83,0.0
20230617:0510,137.42,184.41,15.29,17.25,2.62,0.0
20230617:0610,280.84,359.75,26.14,19.76,2.41,0.0
20230617:0710,387.43,495.05,37.26,21.73,2.34,0.0
20230617:0810,461.58,592.13,48.35,23.42,2.62,0.0
20230617:0910,514.24,664.56,58.88,24.83,2.69,0.0
20230617:1010,542.99,705.63,67.61,25.89,2.83,0.0
20230617:1110,558.89,727.73,71.49,26.51,3.03,0.0
20230617:1210,548.06,712.4,67.71,26.8,3.31,0.0
20230617:1310,514.98,667.5,59.02,26.94,3.59,0.0
20230617:1410,458.79,593.94,48.51,26.86,3.72,0.0
20230617:1510,395.58,513.55,37.43,26.62,3.93,0.0
20230617:1610,303.67,399.58,26.3,25.94,3.79,0.0
20230617:1710,190.53,260.91,15.44,25.03,3.52,0.0
20230617:1810,11.74,27.15,5.13,23.95,3.1,0.0
20230617:1910,0.0,0.0,0.0,22.67,2.48,0.0
20230617:2010,0.0,0.0,0.0,21.44,2.0,0.0
20230617:2110,0.0,0.0,0.0,20.3,1.66,0.0
20230617:2210,0.0,0.0,0.0,19.94,1.38,0.0
20230617:2310,0.0,0.0,0.0,19.3,1.31,0.0
20230618:0010,0.0,0.0,0.0,18.18,1.38,0.0
20230618:0110,0.0,0.0,0.0,16.94,1.45,0.0
20230618:0210,0.0,0.0,0.0,16.11,1.52,0.0
20230618:0310,0.0,0.0,0.0,15.68,1.45,0.0
20230618:0410,11.7,26.63,4.97,15.55,1.38,0.0
20230618:0510,133.58,180.19,15.27,16.86,1.03,0.0
20230618:0610,283.97,368.93,26.12,20.42,0.76,0.0
20230618:0710,382.48,499.74,37.24,22.6,0.48,0.0
20230618:0810,447.24,590.79,48.33,24.09,0.34,0.0
20230618:0910,498.32,658.58,58.86,25.14,0.9,0.0
20230618:1010,530.42,699.34,67.61,25.89,1.52,0.0
20230618:1110,540.75,710.86,71.51,26.38,2.0,0.0
20230618:1210,537.8,703.39,67.76,26.56,2.48,0.0
20230618:1310,508.96,661.58,59.07,26.44,2.9,0.0
20230618:1410,449.0,581.83,48.56,26.11,3.03,0.0
20230618:1510,386.65,501.91,37.48,25.58,3.03,0.0
20230618:1610,281.67,370.53,26.35,24.91,2.76,0.0
20230618:1710,170.97,235.14,15.5,24.23,2.21,0.0
20230618:1810,11.76,27.15,5.18,23.42,1.1,0.0
20230618:1910,0.0,0.0,0.0,22.57,0.48,0.0
20230618:2010,0.0,0.0,0.0,22.06,0.0,0.0
20230618:2110,0.0,0.0,0.0,21.35,0.76,0.0
20230618:2210,0.0,0.0,0.0,19.39,1.52,0.0
20230618:2310,0.0,0.0,0.0,18.73,1.52,0.0
20230619:0010,0.0,0.0,0.0,18.96,1.1,0.0
20230619:0110,0.0,0.0,0.0,18.45,1.1,0.0
20230619:0210,0.0,0.0,0.0,17.39,1.38,0.0
20230619:0310,0.0,0.0,0.0,16.68,1.66,0.0
20230619:0410,13.45,29.63,4.94,16.6,1.86,0.0
20230619:0510,121.15,165.25,15.24,17.9,1.66,0.0
20230619:0610,305.43,396.55,26.09,21.21,1.38,0.0
20230619:0710,389.17,505.59,37.21,23.85,1.59,0.0
20230619:0810,454.47,596.62,48.3,25.52,1.31,0.0
20230619:0910,472.44,628.19,58.84,26.27,0.83,0.0
20230619:1010,487.02,645.01,67.6,26.73,1.52,0.0
20230619:1110,533.78,702.4,71.53,27.14,2.21,0.0
20230619:1210,528.95,691.89,67.8,27.27,2.76,0.0
20230619:1310,501.23,650.56,59.12,27.06,3.38,0.0
20230619:1410,409.94,532.03,48.61,26.66,3.31,0.0
20230619:1510,377.13,492.13,37.53,26.13,2.62,0.0
20230619:1610,269.37,357.24,26.4,25.63,1.93,0.0
20230619:1710,188.9,260.96,15.55,24.96,1.17,0.0
20230619:1810,12.3,28.06,5.23,24.22,0.69,0.0
20230619:1910,0.0,0.0,0.0,22.83,0.62,0.0
20230619:2010,0.0,0.0,0.0,21.7,1.66,0.0
20230619:2110,0.0,0.0,0.0,20.81,2.07,0.0
20230619:2210,0.0,0.0,0.0,19.81,1.86,0.0
20230619:2310,0.0,0.0,0.0,19.34,1.31,0.0
20230620:0010,0.0,0.0,0.0,19.27,1.24,0.0
20230620:0110,0.0,0.0,0.0,18.24,1.72,0.0
20230620:0210,0.0,0.0,0.0,17.73,1.93,0.0
20230620:0310,0.0,0.0,0.0,17.32,2.0,0.0
20230620:0410,14.12,30.64,4.92,17.09,2.07,0.0
20230620:0510,184.39,244.84,15.21,18.18,1.72,0.0
20230620:0610,289.76,376.75,26.06,21.56,1.38,0.0
20230620:0710,370.92,483.71,37.18,23.91,1.17,0.0
20230620:0810,430.07,566.99,48.27,25.44,0.9,0.0
20230620:0910,479.39,633.97,58.81,26.29,1.24,0.0
20230620:1010,514.65,681.12,67.59,26.82,1.59,0.0
20230620:1110,533.33,704.71,71.54,27.26,1.93,0.0
20230620:1210,523.06,687.35,67.84,27.71,2.55,0.0
20230620:1310,489.74,642.12,59.17,27.94,2.76,0.0
20230620:1410,407.83,534.43,48.66,27.72,2.69,0.0
20230620:1510,361.93,474.61,37.58,27.24,2.69,0.0
20230620:1610,259.58,344.88,26.45,26.49,2.41,0.0
20230620:1710,146.45,204.44,15.59,25.58,1.79,0.0
20230620:1810,12.28,28.06,5.27,24.6,1.17,0.0
20230620:1910,0.0,0.0,0.0,23.72,1.72,0.0
20230620:2010,0.0,0.0,0.0,22.4,1.86,0.0
20230620:2110,0.0,0.0,0.0,21.24,1.59,0.0
20230620:2210,0.0,0.0,0.0,20.43,1.72,0.0
20230620:2310,0.0,0.0,0.0,19.8,1.86,0.0
20230621:0010,0.0,0.0,0.0,19.58,1.66,0.0
20230621:0110,0.0,0.0,0.0,19.34,1.66,0.0
20230621:0210,0.0,0.0,0.0,18.75,1.93,0.0
20230621:0310,0.0,0.0,0.0,18.32,2.0,0.0
